flight_id,airline,flight_type,planned_departure,real_departure,planned_arrival,real_arrival,origin_airport,origin_city,origin_state,origin_country,destination_airport,destination_city,destination_state,destination_country,price
FO000027,FLYBONDI,National,2023-12-23T11:20:00Z,2023-12-23T11:20:00Z,2023-12-23T13:20:00Z,2023-12-23T13:20:00Z,San Fernando,San Fernando,B,Argentina,El Palomar,Buenos Aires,B,Argentina,03944042+
FO000028,FLYBONDI,National,2024-01-02T20:25:00Z,2024-01-02T20:25:00Z,2024-01-02T22:25:00Z,2024-01-02T22:25:00Z,Parana,Parana,E,Argentina,Malargue,Malargue,M,Argentina,04413013+
FO000029,FLYBONDI,National,2023-12-31T16:05:00Z,2023-12-31T16:05:00Z,2023-12-31T18:05:00Z,2023-12-31T18:05:00Z,General Pico,General Pico,L,Argentina,Rio Cuarto,Rio Cuarto,X,Argentina,04221566+
FO000030,FLYBONDI,National,2023-12-12T15:30:00Z,2023-12-12T15:30:00Z,2023-12-12T17:30:00Z,2023-12-12T17:30:00Z,San Luis,San Luis,D,Argentina,San Rafael,San Rafael,M,Argentina,02691606+
FO000031,FLYBONDI,National,2023-12-21T18:25:00Z,2023-12-21T18:25:00Z,2023-12-21T20:25:00Z,2023-12-21T20:25:00Z,Resistencia,Resistencia,H,Argentina,Rio Cuarto,Rio Cuarto,X,Argentina,04167233+
FO000032,FLYBONDI,National,2024-01-03T23:00:00Z,2024-01-03T23:00:00Z,2024-01-04T01:00:00Z,2024-01-04T01:00:00Z,Mendoza,Mendoza,M,Argentina,Posadas,Posadas,N,Argentina,04122118+
FO000033,FLYBONDI,National,2023-12-05T17:10:00Z,2023-12-05T17:10:00Z,2023-12-05T19:10:00Z,2023-12-05T19:10:00Z,Formosa,Formosa,P,Argentina,Bariloche,San Carlos de Bariloche,R,Argentina,03718915+
FO000034,FLYBONDI,National,2023-12-20T22:20:00Z,2023-12-20T22:20:00Z,2023-12-21T00:20:00Z,2023-12-21T00:20:00Z,Jujuy,San Salvador de Jujuy,Y,Argentina,San Juan,San Juan,J,Argentina,04081061+
FO000035,FLYBONDI,National,2023-12-04T18:20:00Z,2023-12-04T18:20:00Z,2023-12-04T20:20:00Z,2023-12-04T20:20:00Z,Malargue,Malargue,M,Argentina,San Luis,San Luis,D,Argentina,03729048+
FO000036,FLYBONDI,National,2024-01-03T07:20:00Z,2024-01-03T07:20:00Z,2024-01-03T09:20:00Z,2024-01-03T09:20:00Z,Tucuman,San Miguel de Tucuman,T,Argentina,Salta,Salta,A,Argentina,03121798+
FO000037,FLYBONDI,National,2023-12-18T15:35:00Z,2023-12-18T15:35:00Z,2023-12-18T17:35:00Z,2023-12-18T17:35:00Z,Reconquista,Reconquista,S,Argentina,Ezeiza,Buenos Aires,B,Argentina,04091739+
FO000038,FLYBONDI,National,2023-12-13T02:15:00Z,2023-12-13T02:15:00Z,2023-12-13T04:15:00Z,2023-12-13T04:15:00Z,Aeroparque,Ciudad de Buenos Aires,C,Argentina,Tucuman,San Miguel de Tucuman,T,Argentina,03168403+
FO000039,FLYBONDI,National,2023-12-18T03:30:00Z,2023-12-18T03:30:00Z,2023-12-18T05:30:00Z,2023-12-18T05:30:00Z,Ezeiza,Buenos Aires,B,Argentina,Posadas,Posadas,N,Argentina,04201836+
FO000040,FLYBONDI,National,2023-12-21T06:30:00Z,2023-12-21T06:30:00Z,2023-12-21T08:30:00Z,2023-12-21T08:30:00Z,General Pico,General Pico,L,Argentina,Ezeiza,Buenos Aires,B,Argentina,04115601+
FO000041,FLYBONDI,National,2023-12-10T11:20:00Z,2023-12-10T11:20:00Z,2023-12-10T13:20:00Z,2023-12-10T13:20:00Z,Cordoba,Cordoba,X,Argentina,Puerto Madryn,Puerto Madryn,U,Argentina,03053397+
FO000042,FLYBONDI,National,2023-12-12T11:30:00Z,2023-12-12T11:30:00Z,2023-12-12T13:30:00Z,2023-12-12T13:30:00Z,Mendoza,Mendoza,M,Argentina,Iguazu,Puerto Iguazu,N,Argentina,03670441+
FO000043,FLYBONDI,National,2023-12-26T16:25:00Z,2023-12-26T16:25:00Z,2023-12-26T18:25:00Z,2023-12-26T18:25:00Z,Parana,Parana,E,Argentina,Jujuy,San Salvador de Jujuy,Y,Argentina,04059116+
FO000044,FLYBONDI,National,2024-01-03T15:05:00Z,2024-01-03T15:05:00Z,2024-01-03T17:05:00Z,2024-01-03T17:05:00Z,Villa Mercedes,Villa Mercedes,D,Argentina,Parana,Parana,E,Argentina,00342504+
FO000045,FLYBONDI,National,2023-12-24T23:25:00Z,2023-12-24T23:25:00Z,2023-12-25T01:25:00Z,2023-12-25T01:25:00Z,Salta,Salta,A,Argentina,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,00355321+
FO000046,FLYBONDI,National,2023-12-15T16:15:00Z,2023-12-15T16:15:00Z,2023-12-15T18:15:00Z,2023-12-15T18:15:00Z,Rio Grande,Rio Grande,V,Argentina,Cordoba,Cordoba,X,Argentina,03035815+
FO000047,FLYBONDI,National,2023-12-16T07:20:00Z,2023-12-16T07:20:00Z,2023-12-16T09:20:00Z,2023-12-16T09:20:00Z,Santiago del Estero,Santiago del Estero,G,Argentina,La Rioja,La Rioja,F,Argentina,00434090+
FO000048,FLYBONDI,National,2023-12-07T08:25:00Z,2023-12-07T08:25:00Z,2023-12-07T10:25:00Z,2023-12-07T10:25:00Z,Aeroparque,Ciudad de Buenos Aires,C,Argentina,Parana,Parana,E,Argentina,04492794+
FO000049,FLYBONDI,National,2023-12-06T06:50:00Z,2023-12-06T06:50:00Z,2023-12-06T08:50:00Z,2023-12-06T08:50:00Z,Rio Gallegos,Rio Gallegos,Z,Argentina,Posadas,Posadas,N,Argentina,00449379+
FO000050,FLYBONDI,National,2023-12-06T17:45:00Z,2023-12-06T17:45:00Z,2023-12-06T19:45:00Z,2023-12-06T19:45:00Z,Jujuy,San Salvador de Jujuy,Y,Argentina,Rio Cuarto,Rio Cuarto,X,Argentina,02699889+
FO000051,FLYBONDI,National,2023-12-21T12:50:00Z,2023-12-21T12:50:00Z,2023-12-21T14:50:00Z,2023-12-21T14:50:00Z,San Fernando,San Fernando,B,Argentina,Rio Gallegos,Rio Gallegos,Z,Argentina,03487429+
FO000052,FLYBONDI,National,2023-12-10T23:30:00Z,2023-12-10T23:30:00Z,2023-12-11T01:30:00Z,2023-12-11T01:30:00Z,Mar del Plata,Mar del Plata,B,Argentina,General Pico,General Pico,L,Argentina,04001405+
FO000053,FLYBONDI,National,2023-12-22T06:30:00Z,2023-12-22T06:30:00Z,2023-12-22T08:30:00Z,2023-12-22T08:30:00Z,Posadas,Posadas,N,Argentina,Resistencia,Resistencia,H,Argentina,03317551+
FO000054,FLYBONDI,National,2023-12-15T19:00:00Z,2023-12-15T19:00:00Z,2023-12-15T21:00:00Z,2023-12-15T21:00:00Z,La Rioja,La Rioja,F,Argentina,Cordoba,Cordoba,X,Argentina,03758168+
FO000055,FLYBONDI,National,2023-12-30T10:55:00Z,2023-12-30T10:55:00Z,2023-12-30T12:55:00Z,2023-12-30T12:55:00Z,San Fernando,San Fernando,B,Argentina,Jujuy,San Salvador de Jujuy,Y,Argentina,04055313+
FO000056,FLYBONDI,National,2024-01-01T00:05:00Z,2024-01-01T00:05:00Z,2024-01-01T02:05:00Z,2024-01-01T02:05:00Z,Viedma,Viedma,R,Argentina,Santiago del Estero,Santiago del Estero,G,Argentina,02854371+
FO000057,FLYBONDI,National,2023-12-12T04:50:00Z,2023-12-12T04:50:00Z,2023-12-12T06:50:00Z,2023-12-12T06:50:00Z,Santa Rosa,Santa Rosa,L,Argentina,General Pico,General Pico,L,Argentina,03249908+
FO000058,FLYBONDI,National,2023-12-19T23:20:00Z,2023-12-19T23:20:00Z,2023-12-20T01:20:00Z,2023-12-20T01:20:00Z,Rio Hondo,Termas de Rio Hondo,G,Argentina,Mendoza,Mendoza,M,Argentina,04200365+
FO000059,FLYBONDI,National,2023-12-13T11:20:00Z,2023-12-13T11:20:00Z,2023-12-13T13:20:00Z,2023-12-13T13:20:00Z,Puerto Madryn,Puerto Madryn,U,Argentina,Santiago del Estero,Santiago del Estero,G,Argentina,03584648+
FO000060,FLYBONDI,National,2024-01-01T07:20:00Z,2024-01-01T07:20:00Z,2024-01-01T09:20:00Z,2024-01-01T09:20:00Z,Salta,Salta,A,Argentina,Villa Mercedes,Villa Mercedes,D,Argentina,03182017+
FO000061,FLYBONDI,National,2023-12-17T11:15:00Z,2023-12-17T11:15:00Z,2023-12-17T13:15:00Z,2023-12-17T13:15:00Z,Rio Grande,Rio Grande,V,Argentina,Iguazu,Puerto Iguazu,N,Argentina,02949153+
FO000062,FLYBONDI,National,2023-12-14T02:25:00Z,2023-12-14T02:25:00Z,2023-12-14T04:25:00Z,2023-12-14T04:25:00Z,Rio Hondo,Termas de Rio Hondo,G,Argentina,Ezeiza,Buenos Aires,B,Argentina,02718122+
FO000063,FLYBONDI,National,2023-12-27T02:55:00Z,2023-12-27T02:55:00Z,2023-12-27T04:55:00Z,2023-12-27T04:55:00Z,Mendoza,Mendoza,M,Argentina,Iguazu,Puerto Iguazu,N,Argentina,03490586+
FO000064,FLYBONDI,National,2023-12-16T04:55:00Z,2023-12-16T04:55:00Z,2023-12-16T06:55:00Z,2023-12-16T06:55:00Z,Mendoza,Mendoza,M,Argentina,Jujuy,San Salvador de Jujuy,Y,Argentina,02753277+
FO000065,FLYBONDI,National,2023-12-21T16:10:00Z,2023-12-21T16:10:00Z,2023-12-21T18:10:00Z,2023-12-21T18:10:00Z,Mar del Plata,Mar del Plata,B,Argentina,Resistencia,Resistencia,H,Argentina,04280357+
FO000066,FLYBONDI,National,2023-12-21T11:05:00Z,2023-12-21T11:05:00Z,2023-12-21T13:05:00Z,2023-12-21T13:05:00Z,Viedma,Viedma,R,Argentina,Ezeiza,Buenos Aires,B,Argentina,03689861+
FO000067,FLYBONDI,National,2023-12-31T08:00:00Z,2023-12-31T08:00:00Z,2023-12-31T10:00:00Z,2023-12-31T10:00:00Z,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,Esquel,Esquel,U,Argentina,02931402+
FO000068,FLYBONDI,National,2023-12-09T19:00:00Z,2023-12-09T19:00:00Z,2023-12-09T21:00:00Z,2023-12-09T21:00:00Z,General Pico,General Pico,L,Argentina,San Fernando,San Fernando,B,Argentina,00268908+
FO000069,FLYBONDI,National,2023-12-07T05:40:00Z,2023-12-07T05:40:00Z,2023-12-07T07:40:00Z,2023-12-07T07:40:00Z,San Rafael,San Rafael,M,Argentina,San Luis,San Luis,D,Argentina,03542924+
FO000070,FLYBONDI,National,2023-12-27T18:20:00Z,2023-12-27T18:20:00Z,2023-12-27T20:20:00Z,2023-12-27T20:20:00Z,Rio Cuarto,Rio Cuarto,X,Argentina,Esquel,Esquel,U,Argentina,02531152+
FO000071,FLYBONDI,National,2023-12-05T04:55:00Z,2023-12-05T04:55:00Z,2023-12-05T06:55:00Z,2023-12-05T06:55:00Z,Rio Cuarto,Rio Cuarto,X,Argentina,Salta,Salta,A,Argentina,03602736+
FO000072,FLYBONDI,National,2023-12-08T16:20:00Z,2023-12-08T16:20:00Z,2023-12-08T18:20:00Z,2023-12-08T18:20:00Z,Rio Gallegos,Rio Gallegos,Z,Argentina,Malargue,Malargue,M,Argentina,04436263+
FO000073,FLYBONDI,National,2023-12-15T11:50:00Z,2023-12-15T11:50:00Z,2023-12-15T13:50:00Z,2023-12-15T13:50:00Z,San Juan,San Juan,J,Argentina,La Rioja,La Rioja,F,Argentina,03948361+
FO000074,FLYBONDI,National,2023-12-17T18:10:00Z,2023-12-17T18:10:00Z,2023-12-17T20:10:00Z,2023-12-17T20:10:00Z,Iguazu,Puerto Iguazu,N,Argentina,Rio Hondo,Termas de Rio Hondo,G,Argentina,04264514+
FO000075,FLYBONDI,National,2023-12-04T22:45:00Z,2023-12-04T22:45:00Z,2023-12-05T00:45:00Z,2023-12-05T00:45:00Z,Mendoza,Mendoza,M,Argentina,Salta,Salta,A,Argentina,03436048+
FO000076,FLYBONDI,National,2023-12-25T12:10:00Z,2023-12-25T12:10:00Z,2023-12-25T14:10:00Z,2023-12-25T14:10:00Z,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,Rio Hondo,Termas de Rio Hondo,G,Argentina,03176744+
FO000077,FLYBONDI,National,2023-12-08T09:00:00Z,2023-12-08T09:00:00Z,2023-12-08T11:00:00Z,2023-12-08T11:00:00Z,Reconquista,Reconquista,S,Argentina,Bariloche,San Carlos de Bariloche,R,Argentina,03313111+
FO000078,FLYBONDI,National,2024-01-02T08:45:00Z,2024-01-02T08:45:00Z,2024-01-02T10:45:00Z,2024-01-02T10:45:00Z,Malargue,Malargue,M,Argentina,Bariloche,San Carlos de Bariloche,R,Argentina,02787632+
FO000079,FLYBONDI,National,2023-12-18T12:40:00Z,2023-12-18T12:40:00Z,2023-12-18T14:40:00Z,2023-12-18T14:40:00Z,Iguazu,Puerto Iguazu,N,Argentina,Ezeiza,Buenos Aires,B,Argentina,03557366+
FO000080,FLYBONDI,National,2023-12-31T18:20:00Z,2023-12-31T18:20:00Z,2023-12-31T20:20:00Z,2023-12-31T20:20:00Z,Ezeiza,Buenos Aires,B,Argentina,Mendoza,Mendoza,M,Argentina,04045104+
FO000081,FLYBONDI,National,2023-12-04T21:15:00Z,2023-12-04T21:15:00Z,2023-12-04T23:15:00Z,2023-12-04T23:15:00Z,Viedma,Viedma,R,Argentina,Rio Cuarto,Rio Cuarto,X,Argentina,02770471+
FO000082,FLYBONDI,National,2023-12-19T21:55:00Z,2023-12-19T21:55:00Z,2023-12-19T23:55:00Z,2023-12-19T23:55:00Z,Santiago del Estero,Santiago del Estero,G,Argentina,Villa Mercedes,Villa Mercedes,D,Argentina,04304896+
FO000083,FLYBONDI,National,2024-01-01T01:55:00Z,2024-01-01T01:55:00Z,2024-01-01T03:55:00Z,2024-01-01T03:55:00Z,Bariloche,San Carlos de Bariloche,R,Argentina,La Rioja,La Rioja,F,Argentina,04307598+
FO000084,FLYBONDI,National,2023-12-15T20:55:00Z,2023-12-15T20:55:00Z,2023-12-15T22:55:00Z,2023-12-15T22:55:00Z,Malargue,Malargue,M,Argentina,Santiago del Estero,Santiago del Estero,G,Argentina,00261258+
FO000085,FLYBONDI,National,2023-12-09T13:05:00Z,2023-12-09T13:05:00Z,2023-12-09T15:05:00Z,2023-12-09T15:05:00Z,Puerto Madryn,Puerto Madryn,U,Argentina,Formosa,Formosa,P,Argentina,03685618+
FO000086,FLYBONDI,National,2023-12-13T15:45:00Z,2023-12-13T15:45:00Z,2023-12-13T17:45:00Z,2023-12-13T17:45:00Z,Viedma,Viedma,R,Argentina,Posadas,Posadas,N,Argentina,03226869+
FO000087,FLYBONDI,National,2023-12-24T11:25:00Z,2023-12-24T11:25:00Z,2023-12-24T13:25:00Z,2023-12-24T13:25:00Z,Salta,Salta,A,Argentina,San Luis,San Luis,D,Argentina,02731619+
FO000088,FLYBONDI,National,2023-12-12T08:25:00Z,2023-12-12T08:25:00Z,2023-12-12T10:25:00Z,2023-12-12T10:25:00Z,General Pico,General Pico,L,Argentina,Puerto Madryn,Puerto Madryn,U,Argentina,02582979+
FO000089,FLYBONDI,National,2023-12-18T04:25:00Z,2023-12-18T04:25:00Z,2023-12-18T06:25:00Z,2023-12-18T06:25:00Z,Esquel,Esquel,U,Argentina,Salta,Salta,A,Argentina,03021372+
FO000090,FLYBONDI,National,2023-12-20T02:30:00Z,2023-12-20T02:30:00Z,2023-12-20T04:30:00Z,2023-12-20T04:30:00Z,Ezeiza,Buenos Aires,B,Argentina,San Rafael,San Rafael,M,Argentina,02509942+
FO000091,FLYBONDI,National,2023-12-31T22:10:00Z,2023-12-31T22:10:00Z,2024-01-01T00:10:00Z,2024-01-01T00:10:00Z,Santa Rosa,Santa Rosa,L,Argentina,Posadas,Posadas,N,Argentina,03961344+
FO000092,FLYBONDI,National,2023-12-27T20:35:00Z,2023-12-27T20:35:00Z,2023-12-27T22:35:00Z,2023-12-27T22:35:00Z,Rio Grande,Rio Grande,V,Argentina,Tucuman,San Miguel de Tucuman,T,Argentina,02946765+
FO000093,FLYBONDI,National,2023-12-25T04:05:00Z,2023-12-25T04:05:00Z,2023-12-25T06:05:00Z,2023-12-25T06:05:00Z,Jujuy,San Salvador de Jujuy,Y,Argentina,Rio Grande,Rio Grande,V,Argentina,03277171+
FO000094,FLYBONDI,National,2023-12-24T22:10:00Z,2023-12-24T22:10:00Z,2023-12-25T00:10:00Z,2023-12-25T00:10:00Z,Salta,Salta,A,Argentina,Viedma,Viedma,R,Argentina,03204197+
FO000095,FLYBONDI,National,2023-12-30T12:20:00Z,2023-12-30T12:20:00Z,2023-12-30T14:20:00Z,2023-12-30T14:20:00Z,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,Cordoba,Cordoba,X,Argentina,00258960+
FO000096,FLYBONDI,National,2023-12-20T16:35:00Z,2023-12-20T16:35:00Z,2023-12-20T18:35:00Z,2023-12-20T18:35:00Z,Tucuman,San Miguel de Tucuman,T,Argentina,San Fernando,San Fernando,B,Argentina,03722747+
FO000097,FLYBONDI,National,2023-12-17T01:55:00Z,2023-12-17T01:55:00Z,2023-12-17T03:55:00Z,2023-12-17T03:55:00Z,Santa Rosa,Santa Rosa,L,Argentina,Rio Grande,Rio Grande,V,Argentina,03089894+
FO000098,FLYBONDI,National,2023-12-19T15:10:00Z,2023-12-19T15:10:00Z,2023-12-19T17:10:00Z,2023-12-19T17:10:00Z,Malargue,Malargue,M,Argentina,Rio Hondo,Termas de Rio Hondo,G,Argentina,02639738+
FO000099,FLYBONDI,National,2023-12-22T05:50:00Z,2023-12-22T05:50:00Z,2023-12-22T07:50:00Z,2023-12-22T07:50:00Z,Tucuman,San Miguel de Tucuman,T,Argentina,Villa Mercedes,Villa Mercedes,D,Argentina,02651458+
FO000100,FLYBONDI,National,2023-12-17T10:05:00Z,2023-12-17T10:05:00Z,2023-12-17T12:05:00Z,2023-12-17T12:05:00Z,San Rafael,San Rafael,M,Argentina,El Palomar,Buenos Aires,B,Argentina,03130178+
FO000101,FLYBONDI,National,2023-12-09T00:55:00Z,2023-12-09T00:55:00Z,2023-12-09T02:55:00Z,2023-12-09T02:55:00Z,Iguazu,Puerto Iguazu,N,Argentina,Viedma,Viedma,R,Argentina,03886068+
FO000102,FLYBONDI,National,2023-12-05T10:40:00Z,2023-12-05T10:40:00Z,2023-12-05T12:40:00Z,2023-12-05T12:40:00Z,Bariloche,San Carlos de Bariloche,R,Argentina,Iguazu,Puerto Iguazu,N,Argentina,03171657+
FO000103,FLYBONDI,National,2023-12-05T13:35:00Z,2023-12-05T13:35:00Z,2023-12-05T15:35:00Z,2023-12-05T15:35:00Z,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,El Palomar,Buenos Aires,B,Argentina,04043739+
FO000104,FLYBONDI,National,2023-12-28T01:05:00Z,2023-12-28T01:05:00Z,2023-12-28T03:05:00Z,2023-12-28T03:05:00Z,Ezeiza,Buenos Aires,B,Argentina,Posadas,Posadas,N,Argentina,04233959+
FO000105,FLYBONDI,National,2023-12-06T15:05:00Z,2023-12-06T15:05:00Z,2023-12-06T17:05:00Z,2023-12-06T17:05:00Z,Villa Mercedes,Villa Mercedes,D,Argentina,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,03793064+
FO000106,FLYBONDI,National,2023-12-21T22:50:00Z,2023-12-21T22:50:00Z,2023-12-22T00:50:00Z,2023-12-22T00:50:00Z,San Luis,San Luis,D,Argentina,General Pico,General Pico,L,Argentina,02939978+
FO000107,FLYBONDI,National,2023-12-27T21:05:00Z,2023-12-27T21:05:00Z,2023-12-27T23:05:00Z,2023-12-27T23:05:00Z,Viedma,Viedma,R,Argentina,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,02525302+
FO000108,FLYBONDI,National,2023-12-06T16:15:00Z,2023-12-06T16:15:00Z,2023-12-06T18:15:00Z,2023-12-06T18:15:00Z,Villa Mercedes,Villa Mercedes,D,Argentina,Tucuman,San Miguel de Tucuman,T,Argentina,02869742+
FO000109,FLYBONDI,National,2023-12-26T11:50:00Z,2023-12-26T11:50:00Z,2023-12-26T13:50:00Z,2023-12-26T13:50:00Z,Aeroparque,Ciudad de Buenos Aires,C,Argentina,Rio Hondo,Termas de Rio Hondo,G,Argentina,03318722+
FO000110,FLYBONDI,National,2023-12-20T20:05:00Z,2023-12-20T20:05:00Z,2023-12-20T22:05:00Z,2023-12-20T22:05:00Z,Tucuman,San Miguel de Tucuman,T,Argentina,General Pico,General Pico,L,Argentina,04125048+
FO000111,FLYBONDI,National,2023-12-08T22:30:00Z,2023-12-08T22:30:00Z,2023-12-09T00:30:00Z,2023-12-09T00:30:00Z,Cordoba,Cordoba,X,Argentina,Parana,Parana,E,Argentina,02752055+
FO000112,FLYBONDI,National,2023-12-11T02:45:00Z,2023-12-11T02:45:00Z,2023-12-11T04:45:00Z,2023-12-11T04:45:00Z,Esquel,Esquel,U,Argentina,San Fernando,San Fernando,B,Argentina,02742477+
FO000113,FLYBONDI,National,2023-12-19T13:25:00Z,2023-12-19T13:25:00Z,2023-12-19T15:25:00Z,2023-12-19T15:25:00Z,San Fernando,San Fernando,B,Argentina,San Luis,San Luis,D,Argentina,03292389+
FO000114,FLYBONDI,National,2023-12-25T12:20:00Z,2023-12-25T12:20:00Z,2023-12-25T14:20:00Z,2023-12-25T14:20:00Z,Iguazu,Puerto Iguazu,N,Argentina,Reconquista,Reconquista,S,Argentina,03100967+
FO000115,FLYBONDI,National,2023-12-16T20:45:00Z,2023-12-16T20:45:00Z,2023-12-16T22:45:00Z,2023-12-16T22:45:00Z,Tucuman,San Miguel de Tucuman,T,Argentina,El Palomar,Buenos Aires,B,Argentina,03997808+
FO000116,FLYBONDI,National,2023-12-22T11:30:00Z,2023-12-22T11:30:00Z,2023-12-22T13:30:00Z,2023-12-22T13:30:00Z,Rio Gallegos,Rio Gallegos,Z,Argentina,San Fernando,San Fernando,B,Argentina,04034002+
FO000117,FLYBONDI,National,2024-01-03T10:55:00Z,2024-01-03T10:55:00Z,2024-01-03T12:55:00Z,2024-01-03T12:55:00Z,Rio Gallegos,Rio Gallegos,Z,Argentina,Aeroparque,Ciudad de Buenos Aires,C,Argentina,02646139+
