flight_id,airline,flight_type,planned_departure,real_departure,planned_arrival,real_arrival,origin_airport,origin_city,origin_state,origin_country,destination_airport,destination_city,destination_state,destination_country,price
AR000029,AEROLINEAS ARGENTINAS,National,2023-12-23T12:50:00Z,2023-12-23T12:50:00Z,2023-12-23T14:50:00Z,2023-12-23T14:50:00Z,Malargue,Malargue,M,Argentina,Esquel,Esquel,U,Argentina,02925195+
AR000030,AEROLINEAS ARGENTINAS,National,2023-12-27T21:20:00Z,2023-12-27T21:20:00Z,2023-12-27T23:20:00Z,2023-12-27T23:20:00Z,Parana,Parana,E,Argentina,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,02759547+
AR000031,AEROLINEAS ARGENTINAS,National,2023-12-26T05:10:00Z,2023-12-26T05:10:00Z,2023-12-26T07:10:00Z,2023-12-26T07:10:00Z,Santa Rosa,Santa Rosa,L,Argentina,San Juan,San Juan,J,Argentina,02557754+
AR000032,AEROLINEAS ARGENTINAS,National,2023-12-23T05:15:00Z,2023-12-23T05:15:00Z,2023-12-23T07:15:00Z,2023-12-23T07:15:00Z,Villa Mercedes,Villa Mercedes,D,Argentina,El Palomar,Buenos Aires,B,Argentina,03775358+
AR000033,AEROLINEAS ARGENTINAS,National,2024-01-02T21:30:00Z,2024-01-02T21:30:00Z,2024-01-02T23:30:00Z,2024-01-02T23:30:00Z,Ezeiza,Buenos Aires,B,Argentina,San Luis,San Luis,D,Argentina,04206058+
AR000034,AEROLINEAS ARGENTINAS,National,2023-12-31T03:50:00Z,2023-12-31T03:50:00Z,2023-12-31T05:50:00Z,2023-12-31T05:50:00Z,Tucuman,San Miguel de Tucuman,T,Argentina,Salta,Salta,A,Argentina,02966837+
AR000035,AEROLINEAS ARGENTINAS,National,2023-12-14T22:35:00Z,2023-12-14T22:35:00Z,2023-12-15T00:35:00Z,2023-12-15T00:35:00Z,Viedma,Viedma,R,Argentina,El Palomar,Buenos Aires,B,Argentina,04260275+
AR000036,AEROLINEAS ARGENTINAS,National,2023-12-26T22:40:00Z,2023-12-26T22:40:00Z,2023-12-27T00:40:00Z,2023-12-27T00:40:00Z,San Fernando,San Fernando,B,Argentina,Bariloche,San Carlos de Bariloche,R,Argentina,03928961+
AR000037,AEROLINEAS ARGENTINAS,National,2023-12-20T03:15:00Z,2023-12-20T03:15:00Z,2023-12-20T05:15:00Z,2023-12-20T05:15:00Z,Jujuy,San Salvador de Jujuy,Y,Argentina,Cordoba,Cordoba,X,Argentina,04356606+
AR000038,AEROLINEAS ARGENTINAS,National,2023-12-17T21:10:00Z,2023-12-17T21:10:00Z,2023-12-17T23:10:00Z,2023-12-17T23:10:00Z,General Pico,General Pico,L,Argentina,San Juan,San Juan,J,Argentina,04454382+
AR000039,AEROLINEAS ARGENTINAS,National,2023-12-15T10:40:00Z,2023-12-15T10:40:00Z,2023-12-15T12:40:00Z,2023-12-15T12:40:00Z,Ezeiza,Buenos Aires,B,Argentina,Parana,Parana,E,Argentina,03213518+
AR000040,AEROLINEAS ARGENTINAS,National,2024-01-02T01:15:00Z,2024-01-02T01:15:00Z,2024-01-02T03:15:00Z,2024-01-02T03:15:00Z,Formosa,Formosa,P,Argentina,Tucuman,San Miguel de Tucuman,T,Argentina,03290037+
AR000041,AEROLINEAS ARGENTINAS,National,2023-12-24T00:25:00Z,2023-12-24T00:25:00Z,2023-12-24T02:25:00Z,2023-12-24T02:25:00Z,Puerto Madryn,Puerto Madryn,U,Argentina,La Rioja,La Rioja,F,Argentina,03894614+
AR000042,AEROLINEAS ARGENTINAS,National,2023-12-20T03:35:00Z,2023-12-20T03:35:00Z,2023-12-20T05:35:00Z,2023-12-20T05:35:00Z,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,Santiago del Estero,Santiago del Estero,G,Argentina,03576905+
AR000043,AEROLINEAS ARGENTINAS,National,2023-12-19T17:05:00Z,2023-12-19T17:05:00Z,2023-12-19T19:05:00Z,2023-12-19T19:05:00Z,Mendoza,Mendoza,M,Argentina,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,00322066+
AR000044,AEROLINEAS ARGENTINAS,National,2023-12-24T22:15:00Z,2023-12-24T22:15:00Z,2023-12-25T00:15:00Z,2023-12-25T00:15:00Z,Aeroparque,Ciudad de Buenos Aires,C,Argentina,Mendoza,Mendoza,M,Argentina,02528495+
AR000045,AEROLINEAS ARGENTINAS,National,2023-12-24T14:00:00Z,2023-12-24T14:00:00Z,2023-12-24T16:00:00Z,2023-12-24T16:00:00Z,La Rioja,La Rioja,F,Argentina,San Luis,San Luis,D,Argentina,03688796+
AR000046,AEROLINEAS ARGENTINAS,National,2023-12-10T15:45:00Z,2023-12-10T15:45:00Z,2023-12-10T17:45:00Z,2023-12-10T17:45:00Z,San Luis,San Luis,D,Argentina,Rio Grande,Rio Grande,V,Argentina,03280052+
AR000047,AEROLINEAS ARGENTINAS,National,2023-12-19T02:00:00Z,2023-12-19T02:00:00Z,2023-12-19T04:00:00Z,2023-12-19T04:00:00Z,Mar del Plata,Mar del Plata,B,Argentina,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,03203106+
AR000048,AEROLINEAS ARGENTINAS,National,2023-12-12T11:20:00Z,2023-12-12T11:20:00Z,2023-12-12T13:20:00Z,2023-12-12T13:20:00Z,Cordoba,Cordoba,X,Argentina,General Pico,General Pico,L,Argentina,03269403+
AR000049,AEROLINEAS ARGENTINAS,National,2023-12-25T21:15:00Z,2023-12-25T21:15:00Z,2023-12-25T23:15:00Z,2023-12-25T23:15:00Z,Mar del Plata,Mar del Plata,B,Argentina,Villa Mercedes,Villa Mercedes,D,Argentina,03840669+
AR000050,AEROLINEAS ARGENTINAS,National,2023-12-16T14:55:00Z,2023-12-16T14:55:00Z,2023-12-16T16:55:00Z,2023-12-16T16:55:00Z,Esquel,Esquel,U,Argentina,Aeroparque,Ciudad de Buenos Aires,C,Argentina,04116728+
AR000051,AEROLINEAS ARGENTINAS,National,2024-01-03T15:30:00Z,2024-01-03T15:30:00Z,2024-01-03T17:30:00Z,2024-01-03T17:30:00Z,Esquel,Esquel,U,Argentina,Bariloche,San Carlos de Bariloche,R,Argentina,03953149+
AR000052,AEROLINEAS ARGENTINAS,National,2023-12-07T09:55:00Z,2023-12-07T09:55:00Z,2023-12-07T11:55:00Z,2023-12-07T11:55:00Z,Mar del Plata,Mar del Plata,B,Argentina,General Pico,General Pico,L,Argentina,02884619+
AR000053,AEROLINEAS ARGENTINAS,National,2024-01-03T03:35:00Z,2024-01-03T03:35:00Z,2024-01-03T05:35:00Z,2024-01-03T05:35:00Z,Rio Hondo,Termas de Rio Hondo,G,Argentina,Santa Rosa,Santa Rosa,L,Argentina,00439681+
AR000054,AEROLINEAS ARGENTINAS,National,2023-12-16T22:30:00Z,2023-12-16T22:30:00Z,2023-12-17T00:30:00Z,2023-12-17T00:30:00Z,Iguazu,Puerto Iguazu,N,Argentina,San Luis,San Luis,D,Argentina,02924154+
AR000055,AEROLINEAS ARGENTINAS,National,2023-12-21T13:50:00Z,2023-12-21T13:50:00Z,2023-12-21T15:50:00Z,2023-12-21T15:50:00Z,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,Esquel,Esquel,U,Argentina,02524546+
AR000056,AEROLINEAS ARGENTINAS,National,2023-12-05T19:10:00Z,2023-12-05T19:10:00Z,2023-12-05T21:10:00Z,2023-12-05T21:10:00Z,Iguazu,Puerto Iguazu,N,Argentina,Mar del Plata,Mar del Plata,B,Argentina,04055143+
AR000057,AEROLINEAS ARGENTINAS,National,2023-12-19T05:45:00Z,2023-12-19T05:45:00Z,2023-12-19T07:45:00Z,2023-12-19T07:45:00Z,San Luis,San Luis,D,Argentina,Aeroparque,Ciudad de Buenos Aires,C,Argentina,00339870+
AR000058,AEROLINEAS ARGENTINAS,National,2023-12-30T00:00:00Z,2023-12-30T00:00:00Z,2023-12-30T02:00:00Z,2023-12-30T02:00:00Z,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,Bariloche,San Carlos de Bariloche,R,Argentina,04051963+
AR000059,AEROLINEAS ARGENTINAS,National,2023-12-17T14:15:00Z,2023-12-17T14:15:00Z,2023-12-17T16:15:00Z,2023-12-17T16:15:00Z,Bariloche,San Carlos de Bariloche,R,Argentina,San Fernando,San Fernando,B,Argentina,03875896+
AR000060,AEROLINEAS ARGENTINAS,National,2023-12-24T20:05:00Z,2023-12-24T20:05:00Z,2023-12-24T22:05:00Z,2023-12-24T22:05:00Z,Rio Grande,Rio Grande,V,Argentina,San Fernando,San Fernando,B,Argentina,04045137+
AR000061,AEROLINEAS ARGENTINAS,National,2024-01-04T01:50:00Z,2024-01-04T01:50:00Z,2024-01-04T03:50:00Z,2024-01-04T03:50:00Z,General Pico,General Pico,L,Argentina,San Fernando,San Fernando,B,Argentina,02722119+
AR000062,AEROLINEAS ARGENTINAS,National,2023-12-14T09:10:00Z,2023-12-14T09:10:00Z,2023-12-14T11:10:00Z,2023-12-14T11:10:00Z,Mendoza,Mendoza,M,Argentina,El Palomar,Buenos Aires,B,Argentina,04061463+
AR000063,AEROLINEAS ARGENTINAS,National,2024-01-02T11:55:00Z,2024-01-02T11:55:00Z,2024-01-02T13:55:00Z,2024-01-02T13:55:00Z,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,Salta,Salta,A,Argentina,02731749+
AR000064,AEROLINEAS ARGENTINAS,National,2023-12-26T13:30:00Z,2023-12-26T13:30:00Z,2023-12-26T15:30:00Z,2023-12-26T15:30:00Z,Posadas,Posadas,N,Argentina,Rio Hondo,Termas de Rio Hondo,G,Argentina,03866825+
AR000065,AEROLINEAS ARGENTINAS,National,2023-12-31T14:45:00Z,2023-12-31T14:45:00Z,2023-12-31T16:45:00Z,2023-12-31T16:45:00Z,Rio Grande,Rio Grande,V,Argentina,San Luis,San Luis,D,Argentina,03095544+
AR000066,AEROLINEAS ARGENTINAS,National,2023-12-10T05:40:00Z,2023-12-10T05:40:00Z,2023-12-10T07:40:00Z,2023-12-10T07:40:00Z,San Luis,San Luis,D,Argentina,Esquel,Esquel,U,Argentina,04259852+
AR000067,AEROLINEAS ARGENTINAS,National,2023-12-20T02:30:00Z,2023-12-20T02:30:00Z,2023-12-20T04:30:00Z,2023-12-20T04:30:00Z,La Rioja,La Rioja,F,Argentina,Tucuman,San Miguel de Tucuman,T,Argentina,03839637+
AR000068,AEROLINEAS ARGENTINAS,National,2024-01-03T15:30:00Z,2024-01-03T15:30:00Z,2024-01-03T17:30:00Z,2024-01-03T17:30:00Z,Malargue,Malargue,M,Argentina,Rio Cuarto,Rio Cuarto,X,Argentina,03438869+
AR000069,AEROLINEAS ARGENTINAS,National,2023-12-29T12:10:00Z,2023-12-29T12:10:00Z,2023-12-29T14:10:00Z,2023-12-29T14:10:00Z,Rio Cuarto,Rio Cuarto,X,Argentina,Ezeiza,Buenos Aires,B,Argentina,03680922+
AR000070,AEROLINEAS ARGENTINAS,National,2023-12-17T19:10:00Z,2023-12-17T19:10:00Z,2023-12-17T21:10:00Z,2023-12-17T21:10:00Z,Puerto Madryn,Puerto Madryn,U,Argentina,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,03583221+
AR000071,AEROLINEAS ARGENTINAS,National,2023-12-09T03:05:00Z,2023-12-09T03:05:00Z,2023-12-09T05:05:00Z,2023-12-09T05:05:00Z,Mendoza,Mendoza,M,Argentina,San Luis,San Luis,D,Argentina,03744198+
AR000072,AEROLINEAS ARGENTINAS,National,2024-01-02T19:45:00Z,2024-01-02T19:45:00Z,2024-01-02T21:45:00Z,2024-01-02T21:45:00Z,Cordoba,Cordoba,X,Argentina,San Fernando,San Fernando,B,Argentina,03527627+
AR000073,AEROLINEAS ARGENTINAS,National,2023-12-17T01:10:00Z,2023-12-17T01:10:00Z,2023-12-17T03:10:00Z,2023-12-17T03:10:00Z,Malargue,Malargue,M,Argentina,La Rioja,La Rioja,F,Argentina,04198965+
AR000074,AEROLINEAS ARGENTINAS,National,2023-12-23T08:50:00Z,2023-12-23T08:50:00Z,2023-12-23T10:50:00Z,2023-12-23T10:50:00Z,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,Rio Gallegos,Rio Gallegos,Z,Argentina,03084922+
AR000075,AEROLINEAS ARGENTINAS,National,2023-12-09T06:25:00Z,2023-12-09T06:25:00Z,2023-12-09T08:25:00Z,2023-12-09T08:25:00Z,Posadas,Posadas,N,Argentina,Esquel,Esquel,U,Argentina,02544071+
AR000076,AEROLINEAS ARGENTINAS,National,2023-12-14T07:35:00Z,2023-12-14T07:35:00Z,2023-12-14T09:35:00Z,2023-12-14T09:35:00Z,General Pico,General Pico,L,Argentina,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,00407103+
AR000077,AEROLINEAS ARGENTINAS,National,2023-12-05T21:20:00Z,2023-12-05T21:20:00Z,2023-12-05T23:20:00Z,2023-12-05T23:20:00Z,General Pico,General Pico,L,Argentina,Puerto Madryn,Puerto Madryn,U,Argentina,03426006+
AR000078,AEROLINEAS ARGENTINAS,National,2023-12-29T02:40:00Z,2023-12-29T02:40:00Z,2023-12-29T04:40:00Z,2023-12-29T04:40:00Z,Ezeiza,Buenos Aires,B,Argentina,Reconquista,Reconquista,S,Argentina,03590661+
AR000079,AEROLINEAS ARGENTINAS,National,2024-01-03T23:00:00Z,2024-01-03T23:00:00Z,2024-01-04T01:00:00Z,2024-01-04T01:00:00Z,Tucuman,San Miguel de Tucuman,T,Argentina,Esquel,Esquel,U,Argentina,00410829+
AR000080,AEROLINEAS ARGENTINAS,National,2024-01-02T10:05:00Z,2024-01-02T10:05:00Z,2024-01-02T12:05:00Z,2024-01-02T12:05:00Z,Viedma,Viedma,R,Argentina,Puerto Madryn,Puerto Madryn,U,Argentina,02513406+
AR000081,AEROLINEAS ARGENTINAS,National,2023-12-07T17:15:00Z,2023-12-07T17:15:00Z,2023-12-07T19:15:00Z,2023-12-07T19:15:00Z,Resistencia,Resistencia,H,Argentina,Mendoza,Mendoza,M,Argentina,03841078+
AR000082,AEROLINEAS ARGENTINAS,National,2023-12-20T21:05:00Z,2023-12-20T21:05:00Z,2023-12-20T23:05:00Z,2023-12-20T23:05:00Z,San Rafael,San Rafael,M,Argentina,Jujuy,San Salvador de Jujuy,Y,Argentina,00382084+
AR000083,AEROLINEAS ARGENTINAS,National,2023-12-06T02:50:00Z,2023-12-06T02:50:00Z,2023-12-06T04:50:00Z,2023-12-06T04:50:00Z,Ezeiza,Buenos Aires,B,Argentina,San Rafael,San Rafael,M,Argentina,03466648+
AR000084,AEROLINEAS ARGENTINAS,National,2024-01-02T02:50:00Z,2024-01-02T02:50:00Z,2024-01-02T04:50:00Z,2024-01-02T04:50:00Z,Aeroparque,Ciudad de Buenos Aires,C,Argentina,Puerto Madryn,Puerto Madryn,U,Argentina,04281546+
AR000085,AEROLINEAS ARGENTINAS,National,2023-12-11T16:00:00Z,2023-12-11T16:00:00Z,2023-12-11T18:00:00Z,2023-12-11T18:00:00Z,General Pico,General Pico,L,Argentina,Salta,Salta,A,Argentina,02679355+
AR000086,AEROLINEAS ARGENTINAS,National,2023-12-08T01:25:00Z,2023-12-08T01:25:00Z,2023-12-08T03:25:00Z,2023-12-08T03:25:00Z,Villa Mercedes,Villa Mercedes,D,Argentina,Posadas,Posadas,N,Argentina,00409725+
AR000087,AEROLINEAS ARGENTINAS,National,2023-12-18T08:35:00Z,2023-12-18T08:35:00Z,2023-12-18T10:35:00Z,2023-12-18T10:35:00Z,Esquel,Esquel,U,Argentina,Cordoba,Cordoba,X,Argentina,03759262+
AR000088,AEROLINEAS ARGENTINAS,National,2023-12-24T10:00:00Z,2023-12-24T10:00:00Z,2023-12-24T12:00:00Z,2023-12-24T12:00:00Z,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,Esquel,Esquel,U,Argentina,04123426+
AR000089,AEROLINEAS ARGENTINAS,National,2023-12-30T13:15:00Z,2023-12-30T13:15:00Z,2023-12-30T15:15:00Z,2023-12-30T15:15:00Z,El Palomar,Buenos Aires,B,Argentina,Aeroparque,Ciudad de Buenos Aires,C,Argentina,02815474+
AR000090,AEROLINEAS ARGENTINAS,National,2023-12-30T18:35:00Z,2023-12-30T18:35:00Z,2023-12-30T20:35:00Z,2023-12-30T20:35:00Z,Mar del Plata,Mar del Plata,B,Argentina,Aeroparque,Ciudad de Buenos Aires,C,Argentina,02786395+
AR000091,AEROLINEAS ARGENTINAS,National,2024-01-02T09:05:00Z,2024-01-02T09:05:00Z,2024-01-02T11:05:00Z,2024-01-02T11:05:00Z,Posadas,Posadas,N,Argentina,Parana,Parana,E,Argentina,03617639+
AR000092,AEROLINEAS ARGENTINAS,National,2023-12-19T05:05:00Z,2023-12-19T05:05:00Z,2023-12-19T07:05:00Z,2023-12-19T07:05:00Z,Villa Mercedes,Villa Mercedes,D,Argentina,Bariloche,San Carlos de Bariloche,R,Argentina,02521126+
AR000093,AEROLINEAS ARGENTINAS,National,2023-12-15T20:50:00Z,2023-12-15T20:50:00Z,2023-12-15T22:50:00Z,2023-12-15T22:50:00Z,Ezeiza,Buenos Aires,B,Argentina,Salta,Salta,A,Argentina,04096855+
AR000094,AEROLINEAS ARGENTINAS,National,2023-12-14T19:15:00Z,2023-12-14T19:15:00Z,2023-12-14T21:15:00Z,2023-12-14T21:15:00Z,San Juan,San Juan,J,Argentina,Posadas,Posadas,N,Argentina,04162725+
AR000095,AEROLINEAS ARGENTINAS,National,2023-12-26T13:35:00Z,2023-12-26T13:35:00Z,2023-12-26T15:35:00Z,2023-12-26T15:35:00Z,San Luis,San Luis,D,Argentina,San Juan,San Juan,J,Argentina,00396030+
AR000096,AEROLINEAS ARGENTINAS,National,2024-01-01T07:05:00Z,2024-01-01T07:05:00Z,2024-01-01T09:05:00Z,2024-01-01T09:05:00Z,San Fernando,San Fernando,B,Argentina,Iguazu,Puerto Iguazu,N,Argentina,03576988+
AR000097,AEROLINEAS ARGENTINAS,National,2023-12-18T22:15:00Z,2023-12-18T22:15:00Z,2023-12-19T00:15:00Z,2023-12-19T00:15:00Z,El Palomar,Buenos Aires,B,Argentina,Rio Cuarto,Rio Cuarto,X,Argentina,04236907+
AR000098,AEROLINEAS ARGENTINAS,National,2023-12-12T05:10:00Z,2023-12-12T05:10:00Z,2023-12-12T07:10:00Z,2023-12-12T07:10:00Z,Malargue,Malargue,M,Argentina,Iguazu,Puerto Iguazu,N,Argentina,00301655+
AR000099,AEROLINEAS ARGENTINAS,National,2023-12-12T06:05:00Z,2023-12-12T06:05:00Z,2023-12-12T08:05:00Z,2023-12-12T08:05:00Z,Resistencia,Resistencia,H,Argentina,Ezeiza,Buenos Aires,B,Argentina,04102895+
AR000100,AEROLINEAS ARGENTINAS,National,2023-12-21T20:20:00Z,2023-12-21T20:20:00Z,2023-12-21T22:20:00Z,2023-12-21T22:20:00Z,Rio Hondo,Termas de Rio Hondo,G,Argentina,Resistencia,Resistencia,H,Argentina,02647295+
AR000101,AEROLINEAS ARGENTINAS,National,2023-12-24T22:50:00Z,2023-12-24T22:50:00Z,2023-12-25T00:50:00Z,2023-12-25T00:50:00Z,San Fernando,San Fernando,B,Argentina,Rio Cuarto,Rio Cuarto,X,Argentina,04129175+
AR000102,AEROLINEAS ARGENTINAS,National,2023-12-15T05:50:00Z,2023-12-15T05:50:00Z,2023-12-15T07:50:00Z,2023-12-15T07:50:00Z,Parana,Parana,E,Argentina,Mendoza,Mendoza,M,Argentina,03072493+
AR000103,AEROLINEAS ARGENTINAS,National,2024-01-03T01:50:00Z,2024-01-03T01:50:00Z,2024-01-03T03:50:00Z,2024-01-03T03:50:00Z,Formosa,Formosa,P,Argentina,San Fernando,San Fernando,B,Argentina,04421485+
AR000104,AEROLINEAS ARGENTINAS,National,2023-12-18T20:05:00Z,2023-12-18T20:05:00Z,2023-12-18T22:05:00Z,2023-12-18T22:05:00Z,San Juan,San Juan,J,Argentina,Mar del Plata,Mar del Plata,B,Argentina,00276969+
AR000105,AEROLINEAS ARGENTINAS,National,2023-12-13T18:55:00Z,2023-12-13T18:55:00Z,2023-12-13T20:55:00Z,2023-12-13T20:55:00Z,Resistencia,Resistencia,H,Argentina,General Pico,General Pico,L,Argentina,04361566+
AR000106,AEROLINEAS ARGENTINAS,National,2024-01-01T01:10:00Z,2024-01-01T01:10:00Z,2024-01-01T03:10:00Z,2024-01-01T03:10:00Z,Viedma,Viedma,R,Argentina,Resistencia,Resistencia,H,Argentina,04203392+
AR000107,AEROLINEAS ARGENTINAS,National,2023-12-26T20:20:00Z,2023-12-26T20:20:00Z,2023-12-26T22:20:00Z,2023-12-26T22:20:00Z,Posadas,Posadas,N,Argentina,Reconquista,Reconquista,S,Argentina,03996605+
AR000108,AEROLINEAS ARGENTINAS,National,2023-12-26T14:20:00Z,2023-12-26T14:20:00Z,2023-12-26T16:20:00Z,2023-12-26T16:20:00Z,Parana,Parana,E,Argentina,Resistencia,Resistencia,H,Argentina,02950725+
AR000109,AEROLINEAS ARGENTINAS,National,2023-12-21T20:00:00Z,2023-12-21T20:00:00Z,2023-12-21T22:00:00Z,2023-12-21T22:00:00Z,Posadas,Posadas,N,Argentina,Ezeiza,Buenos Aires,B,Argentina,03091948+
