flight_id,airline,flight_type,planned_departure,real_departure,planned_arrival,real_arrival,origin_airport,origin_city,origin_state,origin_country,destination_airport,destination_city,destination_state,destination_country,price
LA000041,LATAM AIRLINES,National,2023-12-05T23:20:00Z,2023-12-05T23:20:00Z,2023-12-06T01:20:00Z,2023-12-06T01:20:00Z,Jujuy,San Salvador de Jujuy,Y,Argentina,Rio Gallegos,Rio Gallegos,Z,Argentina,02942317+
LA000042,LATAM AIRLINES,National,2023-12-23T19:05:00Z,2023-12-23T19:05:00Z,2023-12-23T21:05:00Z,2023-12-23T21:05:00Z,Formosa,Formosa,P,Argentina,La Rioja,La Rioja,F,Argentina,04007059+
LA000043,LATAM AIRLINES,National,2023-12-25T16:55:00Z,2023-12-25T16:55:00Z,2023-12-25T18:55:00Z,2023-12-25T18:55:00Z,San Juan,San Juan,J,Argentina,Resistencia,Resistencia,H,Argentina,04009611+
LA000044,LATAM AIRLINES,National,2023-12-23T03:20:00Z,2023-12-23T03:20:00Z,2023-12-23T05:20:00Z,2023-12-23T05:20:00Z,San Juan,San Juan,J,Argentina,Aeroparque,Ciudad de Buenos Aires,C,Argentina,03658127+
LA000045,LATAM AIRLINES,National,2023-12-31T05:30:00Z,2023-12-31T05:30:00Z,2023-12-31T07:30:00Z,2023-12-31T07:30:00Z,Salta,Salta,A,Argentina,Mendoza,Mendoza,M,Argentina,02848775+
LA000046,LATAM AIRLINES,National,2023-12-07T11:15:00Z,2023-12-07T11:15:00Z,2023-12-07T13:15:00Z,2023-12-07T13:15:00Z,Salta,Salta,A,Argentina,Aeroparque,Ciudad de Buenos Aires,C,Argentina,02600579+
LA000047,LATAM AIRLINES,National,2023-12-13T02:25:00Z,2023-12-13T02:25:00Z,2023-12-13T04:25:00Z,2023-12-13T04:25:00Z,San Juan,San Juan,J,Argentina,Posadas,Posadas,N,Argentina,03355022+
LA000048,LATAM AIRLINES,National,2023-12-04T12:50:00Z,2023-12-04T12:50:00Z,2023-12-04T14:50:00Z,2023-12-04T14:50:00Z,Mar del Plata,Mar del Plata,B,Argentina,Santiago del Estero,Santiago del Estero,G,Argentina,03282726+
LA000049,LATAM AIRLINES,National,2023-12-26T09:55:00Z,2023-12-26T09:55:00Z,2023-12-26T11:55:00Z,2023-12-26T11:55:00Z,Cordoba,Cordoba,X,Argentina,Mar del Plata,Mar del Plata,B,Argentina,03617876+
LA000050,LATAM AIRLINES,National,2023-12-10T08:25:00Z,2023-12-10T08:25:00Z,2023-12-10T10:25:00Z,2023-12-10T10:25:00Z,Ezeiza,Buenos Aires,B,Argentina,Santiago del Estero,Santiago del Estero,G,Argentina,02734239+
LA000051,LATAM AIRLINES,National,2023-12-16T17:55:00Z,2023-12-16T17:55:00Z,2023-12-16T19:55:00Z,2023-12-16T19:55:00Z,San Fernando,San Fernando,B,Argentina,Malargue,Malargue,M,Argentina,03377287+
LA000052,LATAM AIRLINES,National,2023-12-23T09:25:00Z,2023-12-23T09:25:00Z,2023-12-23T11:25:00Z,2023-12-23T11:25:00Z,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,Villa Mercedes,Villa Mercedes,D,Argentina,03616324+
LA000053,LATAM AIRLINES,National,2023-12-10T21:40:00Z,2023-12-10T21:40:00Z,2023-12-10T23:40:00Z,2023-12-10T23:40:00Z,General Pico,General Pico,L,Argentina,Cordoba,Cordoba,X,Argentina,00379026+
LA000054,LATAM AIRLINES,National,2023-12-27T17:50:00Z,2023-12-27T17:50:00Z,2023-12-27T19:50:00Z,2023-12-27T19:50:00Z,Salta,Salta,A,Argentina,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,03107538+
LA000055,LATAM AIRLINES,National,2023-12-24T06:30:00Z,2023-12-24T06:30:00Z,2023-12-24T08:30:00Z,2023-12-24T08:30:00Z,Bariloche,San Carlos de Bariloche,R,Argentina,Resistencia,Resistencia,H,Argentina,03062504+
LA000056,LATAM AIRLINES,National,2023-12-05T18:30:00Z,2023-12-05T18:30:00Z,2023-12-05T20:30:00Z,2023-12-05T20:30:00Z,Esquel,Esquel,U,Argentina,Iguazu,Puerto Iguazu,N,Argentina,03795896+
LA000057,LATAM AIRLINES,National,2023-12-29T01:55:00Z,2023-12-29T01:55:00Z,2023-12-29T03:55:00Z,2023-12-29T03:55:00Z,Aeroparque,Ciudad de Buenos Aires,C,Argentina,Mar del Plata,Mar del Plata,B,Argentina,02612419+
LA000058,LATAM AIRLINES,National,2023-12-19T21:05:00Z,2023-12-19T21:05:00Z,2023-12-19T23:05:00Z,2023-12-19T23:05:00Z,Salta,Salta,A,Argentina,Parana,Parana,E,Argentina,03186559+
LA000059,LATAM AIRLINES,National,2023-12-28T15:25:00Z,2023-12-28T15:25:00Z,2023-12-28T17:25:00Z,2023-12-28T17:25:00Z,Formosa,Formosa,P,Argentina,Ezeiza,Buenos Aires,B,Argentina,03228996+
LA000060,LATAM AIRLINES,National,2023-12-27T21:35:00Z,2023-12-27T21:35:00Z,2023-12-27T23:35:00Z,2023-12-27T23:35:00Z,Viedma,Viedma,R,Argentina,San Luis,San Luis,D,Argentina,03265302+
LA000061,LATAM AIRLINES,National,2023-12-05T11:05:00Z,2023-12-05T11:05:00Z,2023-12-05T13:05:00Z,2023-12-05T13:05:00Z,Posadas,Posadas,N,Argentina,Viedma,Viedma,R,Argentina,03303924+
LA000062,LATAM AIRLINES,National,2023-12-07T16:25:00Z,2023-12-07T16:25:00Z,2023-12-07T18:25:00Z,2023-12-07T18:25:00Z,Tucuman,San Miguel de Tucuman,T,Argentina,Cordoba,Cordoba,X,Argentina,04141567+
LA000063,LATAM AIRLINES,National,2023-12-21T09:50:00Z,2023-12-21T09:50:00Z,2023-12-21T11:50:00Z,2023-12-21T11:50:00Z,Salta,Salta,A,Argentina,San Juan,San Juan,J,Argentina,02716608+
LA000064,LATAM AIRLINES,National,2023-12-12T01:15:00Z,2023-12-12T01:15:00Z,2023-12-12T03:15:00Z,2023-12-12T03:15:00Z,Aeroparque,Ciudad de Buenos Aires,C,Argentina,Iguazu,Puerto Iguazu,N,Argentina,03259497+
LA000065,LATAM AIRLINES,National,2023-12-06T12:05:00Z,2023-12-06T12:05:00Z,2023-12-06T14:05:00Z,2023-12-06T14:05:00Z,San Juan,San Juan,J,Argentina,Puerto Madryn,Puerto Madryn,U,Argentina,03378826+
LA000066,LATAM AIRLINES,National,2023-12-06T16:30:00Z,2023-12-06T16:30:00Z,2023-12-06T18:30:00Z,2023-12-06T18:30:00Z,Iguazu,Puerto Iguazu,N,Argentina,Puerto Madryn,Puerto Madryn,U,Argentina,02801755+
LA000067,LATAM AIRLINES,National,2023-12-17T09:30:00Z,2023-12-17T09:30:00Z,2023-12-17T11:30:00Z,2023-12-17T11:30:00Z,Mendoza,Mendoza,M,Argentina,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,03212225+
LA000068,LATAM AIRLINES,National,2023-12-11T08:05:00Z,2023-12-11T08:05:00Z,2023-12-11T10:05:00Z,2023-12-11T10:05:00Z,Cordoba,Cordoba,X,Argentina,Santiago del Estero,Santiago del Estero,G,Argentina,04184951+
LA000069,LATAM AIRLINES,National,2023-12-09T16:30:00Z,2023-12-09T16:30:00Z,2023-12-09T18:30:00Z,2023-12-09T18:30:00Z,San Juan,San Juan,J,Argentina,Rio Gallegos,Rio Gallegos,Z,Argentina,00378562+
LA000070,LATAM AIRLINES,National,2023-12-30T03:05:00Z,2023-12-30T03:05:00Z,2023-12-30T05:05:00Z,2023-12-30T05:05:00Z,San Fernando,San Fernando,B,Argentina,Rio Gallegos,Rio Gallegos,Z,Argentina,02549096+
LA000071,LATAM AIRLINES,National,2023-12-10T12:30:00Z,2023-12-10T12:30:00Z,2023-12-10T14:30:00Z,2023-12-10T14:30:00Z,Viedma,Viedma,R,Argentina,Rio Grande,Rio Grande,V,Argentina,03509666+
LA000072,LATAM AIRLINES,National,2023-12-07T05:05:00Z,2023-12-07T05:05:00Z,2023-12-07T07:05:00Z,2023-12-07T07:05:00Z,Iguazu,Puerto Iguazu,N,Argentina,Tucuman,San Miguel de Tucuman,T,Argentina,04169493+
LA000073,LATAM AIRLINES,National,2023-12-27T05:15:00Z,2023-12-27T05:15:00Z,2023-12-27T07:15:00Z,2023-12-27T07:15:00Z,San Luis,San Luis,D,Argentina,Rio Hondo,Termas de Rio Hondo,G,Argentina,03968306+
LA000074,LATAM AIRLINES,National,2023-12-14T07:50:00Z,2023-12-14T07:50:00Z,2023-12-14T09:50:00Z,2023-12-14T09:50:00Z,Mendoza,Mendoza,M,Argentina,Bariloche,San Carlos de Bariloche,R,Argentina,02703728+
LA000075,LATAM AIRLINES,National,2023-12-15T09:30:00Z,2023-12-15T09:30:00Z,2023-12-15T11:30:00Z,2023-12-15T11:30:00Z,Iguazu,Puerto Iguazu,N,Argentina,Rio Hondo,Termas de Rio Hondo,G,Argentina,03018046+
LA000076,LATAM AIRLINES,National,2023-12-09T22:20:00Z,2023-12-09T22:20:00Z,2023-12-10T00:20:00Z,2023-12-10T00:20:00Z,San Luis,San Luis,D,Argentina,Cordoba,Cordoba,X,Argentina,03882687+
LA000077,LATAM AIRLINES,National,2023-12-29T01:00:00Z,2023-12-29T01:00:00Z,2023-12-29T03:00:00Z,2023-12-29T03:00:00Z,Posadas,Posadas,N,Argentina,San Luis,San Luis,D,Argentina,04104112+
LA000078,LATAM AIRLINES,National,2023-12-22T21:30:00Z,2023-12-22T21:30:00Z,2023-12-22T23:30:00Z,2023-12-22T23:30:00Z,San Rafael,San Rafael,M,Argentina,San Juan,San Juan,J,Argentina,03044045+
LA000079,LATAM AIRLINES,National,2023-12-14T04:05:00Z,2023-12-14T04:05:00Z,2023-12-14T06:05:00Z,2023-12-14T06:05:00Z,Villa Mercedes,Villa Mercedes,D,Argentina,El Palomar,Buenos Aires,B,Argentina,03161754+
LA000080,LATAM AIRLINES,National,2023-12-24T05:25:00Z,2023-12-24T05:25:00Z,2023-12-24T07:25:00Z,2023-12-24T07:25:00Z,San Fernando,San Fernando,B,Argentina,La Rioja,La Rioja,F,Argentina,03521176+
LA000081,LATAM AIRLINES,National,2023-12-13T18:10:00Z,2023-12-13T18:10:00Z,2023-12-13T20:10:00Z,2023-12-13T20:10:00Z,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,Rio Cuarto,Rio Cuarto,X,Argentina,03867943+
LA000082,LATAM AIRLINES,National,2023-12-31T16:35:00Z,2023-12-31T16:35:00Z,2023-12-31T18:35:00Z,2023-12-31T18:35:00Z,Mendoza,Mendoza,M,Argentina,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,03403976+
LA000083,LATAM AIRLINES,National,2023-12-06T13:15:00Z,2023-12-06T13:15:00Z,2023-12-06T15:15:00Z,2023-12-06T15:15:00Z,Santiago del Estero,Santiago del Estero,G,Argentina,Ezeiza,Buenos Aires,B,Argentina,04383099+
LA000084,LATAM AIRLINES,National,2023-12-10T11:45:00Z,2023-12-10T11:45:00Z,2023-12-10T13:45:00Z,2023-12-10T13:45:00Z,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,Mar del Plata,Mar del Plata,B,Argentina,03261511+
LA000085,LATAM AIRLINES,National,2024-01-01T12:45:00Z,2024-01-01T12:45:00Z,2024-01-01T14:45:00Z,2024-01-01T14:45:00Z,Villa Mercedes,Villa Mercedes,D,Argentina,Resistencia,Resistencia,H,Argentina,04231791+
LA000086,LATAM AIRLINES,National,2023-12-06T06:55:00Z,2023-12-06T06:55:00Z,2023-12-06T08:55:00Z,2023-12-06T08:55:00Z,General Pico,General Pico,L,Argentina,Parana,Parana,E,Argentina,00342863+
LA000087,LATAM AIRLINES,National,2023-12-31T11:45:00Z,2023-12-31T11:45:00Z,2023-12-31T13:45:00Z,2023-12-31T13:45:00Z,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,Rio Grande,Rio Grande,V,Argentina,04112512+
LA000088,LATAM AIRLINES,National,2023-12-06T09:05:00Z,2023-12-06T09:05:00Z,2023-12-06T11:05:00Z,2023-12-06T11:05:00Z,Tucuman,San Miguel de Tucuman,T,Argentina,Cordoba,Cordoba,X,Argentina,03134775+
LA000089,LATAM AIRLINES,National,2023-12-14T11:10:00Z,2023-12-14T11:10:00Z,2023-12-14T13:10:00Z,2023-12-14T13:10:00Z,Resistencia,Resistencia,H,Argentina,San Juan,San Juan,J,Argentina,02902705+
LA000090,LATAM AIRLINES,National,2024-01-02T21:45:00Z,2024-01-02T21:45:00Z,2024-01-02T23:45:00Z,2024-01-02T23:45:00Z,Iguazu,Puerto Iguazu,N,Argentina,Cordoba,Cordoba,X,Argentina,03798663+
LA000091,LATAM AIRLINES,National,2023-12-26T05:45:00Z,2023-12-26T05:45:00Z,2023-12-26T07:45:00Z,2023-12-26T07:45:00Z,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,Aeroparque,Ciudad de Buenos Aires,C,Argentina,00272850+
LA000092,LATAM AIRLINES,National,2023-12-08T12:45:00Z,2023-12-08T12:45:00Z,2023-12-08T14:45:00Z,2023-12-08T14:45:00Z,San Rafael,San Rafael,M,Argentina,Villa Mercedes,Villa Mercedes,D,Argentina,03178642+
LA000093,LATAM AIRLINES,National,2023-12-16T15:55:00Z,2023-12-16T15:55:00Z,2023-12-16T17:55:00Z,2023-12-16T17:55:00Z,Bariloche,San Carlos de Bariloche,R,Argentina,Jujuy,San Salvador de Jujuy,Y,Argentina,02681261+
LA000094,LATAM AIRLINES,National,2023-12-14T10:05:00Z,2023-12-14T10:05:00Z,2023-12-14T12:05:00Z,2023-12-14T12:05:00Z,San Juan,San Juan,J,Argentina,Rio Hondo,Termas de Rio Hondo,G,Argentina,03493214+
LA000095,LATAM AIRLINES,National,2024-01-03T06:45:00Z,2024-01-03T06:45:00Z,2024-01-03T08:45:00Z,2024-01-03T08:45:00Z,Resistencia,Resistencia,H,Argentina,Santiago del Estero,Santiago del Estero,G,Argentina,02980337+
LA000096,LATAM AIRLINES,National,2023-12-13T22:05:00Z,2023-12-13T22:05:00Z,2023-12-14T00:05:00Z,2023-12-14T00:05:00Z,Jujuy,San Salvador de Jujuy,Y,Argentina,Viedma,Viedma,R,Argentina,03173864+
LA000097,LATAM AIRLINES,National,2023-12-22T13:20:00Z,2023-12-22T13:20:00Z,2023-12-22T15:20:00Z,2023-12-22T15:20:00Z,Reconquista,Reconquista,S,Argentina,Santa Rosa,Santa Rosa,L,Argentina,03149278+
LA000098,LATAM AIRLINES,National,2023-12-18T18:35:00Z,2023-12-18T18:35:00Z,2023-12-18T20:35:00Z,2023-12-18T20:35:00Z,Iguazu,Puerto Iguazu,N,Argentina,San Rafael,San Rafael,M,Argentina,03616279+
LA000099,LATAM AIRLINES,National,2023-12-07T13:25:00Z,2023-12-07T13:25:00Z,2023-12-07T15:25:00Z,2023-12-07T15:25:00Z,Puerto Madryn,Puerto Madryn,U,Argentina,Reconquista,Reconquista,S,Argentina,00294236+
LA000100,LATAM AIRLINES,National,2023-12-09T22:40:00Z,2023-12-09T22:40:00Z,2023-12-10T00:40:00Z,2023-12-10T00:40:00Z,Formosa,Formosa,P,Argentina,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,03864803+
LA000101,LATAM AIRLINES,National,2023-12-05T14:00:00Z,2023-12-05T14:00:00Z,2023-12-05T16:00:00Z,2023-12-05T16:00:00Z,Formosa,Formosa,P,Argentina,Puerto Madryn,Puerto Madryn,U,Argentina,02552814+
LA000102,LATAM AIRLINES,National,2024-01-02T04:40:00Z,2024-01-02T04:40:00Z,2024-01-02T06:40:00Z,2024-01-02T06:40:00Z,General Pico,General Pico,L,Argentina,Rio Gallegos,Rio Gallegos,Z,Argentina,03137054+
LA000103,LATAM AIRLINES,National,2023-12-27T22:05:00Z,2023-12-27T22:05:00Z,2023-12-28T00:05:00Z,2023-12-28T00:05:00Z,Villa Mercedes,Villa Mercedes,D,Argentina,El Palomar,Buenos Aires,B,Argentina,03534018+
LA000104,LATAM AIRLINES,National,2023-12-18T13:25:00Z,2023-12-18T13:25:00Z,2023-12-18T15:25:00Z,2023-12-18T15:25:00Z,Mendoza,Mendoza,M,Argentina,Mar del Plata,Mar del Plata,B,Argentina,04365669+
LA000105,LATAM AIRLINES,National,2023-12-24T05:40:00Z,2023-12-24T05:40:00Z,2023-12-24T07:40:00Z,2023-12-24T07:40:00Z,Posadas,Posadas,N,Argentina,Cordoba,Cordoba,X,Argentina,03140898+
LA000106,LATAM AIRLINES,National,2023-12-17T21:40:00Z,2023-12-17T21:40:00Z,2023-12-17T23:40:00Z,2023-12-17T23:40:00Z,Rio Gallegos,Rio Gallegos,Z,Argentina,Malargue,Malargue,M,Argentina,03930199+
LA000107,LATAM AIRLINES,National,2023-12-13T12:20:00Z,2023-12-13T12:20:00Z,2023-12-13T14:20:00Z,2023-12-13T14:20:00Z,Resistencia,Resistencia,H,Argentina,San Juan,San Juan,J,Argentina,03722004+
LA000108,LATAM AIRLINES,National,2024-01-01T11:05:00Z,2024-01-01T11:05:00Z,2024-01-01T13:05:00Z,2024-01-01T13:05:00Z,Parana,Parana,E,Argentina,Formosa,Formosa,P,Argentina,02888065+
LA000109,LATAM AIRLINES,National,2024-01-02T06:25:00Z,2024-01-02T06:25:00Z,2024-01-02T08:25:00Z,2024-01-02T08:25:00Z,Tucuman,San Miguel de Tucuman,T,Argentina,Posadas,Posadas,N,Argentina,03245049+
LA000110,LATAM AIRLINES,National,2023-12-19T16:35:00Z,2023-12-19T16:35:00Z,2023-12-19T18:35:00Z,2023-12-19T18:35:00Z,Viedma,Viedma,R,Argentina,Santiago del Estero,Santiago del Estero,G,Argentina,04079136+
LA000111,LATAM AIRLINES,National,2023-12-22T20:10:00Z,2023-12-22T20:10:00Z,2023-12-22T22:10:00Z,2023-12-22T22:10:00Z,La Rioja,La Rioja,F,Argentina,Parana,Parana,E,Argentina,03994156+
LA000112,LATAM AIRLINES,National,2023-12-28T04:20:00Z,2023-12-28T04:20:00Z,2023-12-28T06:20:00Z,2023-12-28T06:20:00Z,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,La Rioja,La Rioja,F,Argentina,02971951+
LA000113,LATAM AIRLINES,National,2023-12-11T21:40:00Z,2023-12-11T21:40:00Z,2023-12-11T23:40:00Z,2023-12-11T23:40:00Z,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,Malargue,Malargue,M,Argentina,02535864+
LA000114,LATAM AIRLINES,National,2023-12-16T09:30:00Z,2023-12-16T09:30:00Z,2023-12-16T11:30:00Z,2023-12-16T11:30:00Z,San Juan,San Juan,J,Argentina,Malargue,Malargue,M,Argentina,02682184+
